,id,scrape_id,host_id,host_since,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
15400,1245966863400812541,20241200000000.0,3809995,09/10/12,t,4.0,5.0,"['email', 'phone']",t,t,Waverley,,-33.89811205,151.27266539880495,4,2.0,2.0,3.0,$372.00,1,365,1,5,365,365,2.2,365.0,,t,6,24,31,55,08/12/24,7,7,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,4,4,0,0,2.84
15600,1251847072594605638,20241200000000.0,494566554,05/01/23,f,64.0,101.0,"['email', 'phone']",t,t,Bankstown,,-33.9232772,151.0372044,1,2.0,1.0,1.0,$49.00,4,365,1,3,365,365,2.9,365.0,,t,28,28,28,28,08/12/24,1,1,0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,t,56,0,56,0,0.56
15800,1258572576570730750,20241200000000.0,655099597,02/10/24,f,1.0,1.0,"['email', 'phone']",t,t,Ryde,,-33.81539878,151.10196546350633,6,2.0,2.0,3.0,$185.00,4,365,4,7,100,365,4.3,337.4,,t,19,49,79,79,08/12/24,3,3,2,5.0,5.0,5.0,4.67,5.0,5.0,5.0,t,1,1,0,0,1.8
16000,1265221950618094335,20241200000000.0,656618293,11/10/24,f,1.0,1.0,"['email', 'phone']",t,t,Willoughby,,-33.80071,151.18626,1,1.0,1.0,1.0,$93.00,1,365,1,5,365,365,1.1,365.0,,t,0,26,56,331,08/12/24,4,4,0,4.5,4.5,5.0,4.5,4.75,4.75,4.5,f,1,0,1,0,2.18
16200,1271221522545783668,20241200000000.0,14779105,27/04/14,f,1.0,2.0,"['email', 'phone']",t,t,Waverley,,-33.89220099,151.2684878334403,5,1.0,3.0,5.0,$950.00,5,14,2,5,14,14,5.0,14.0,,t,13,43,73,76,08/12/24,0,0,0,,,,,,,,f,1,1,0,0,
16400,1278181668092152386,20241200000000.0,25678018,06/01/15,f,30.0,31.0,"['email', 'phone']",t,t,Sydney,,-33.88060994,151.19365847232507,2,1.0,1.0,1.0,$177.00,5,20,5,5,1125,1125,5.0,1125.0,,t,7,20,23,23,08/12/24,0,0,0,,,,,,,,f,30,30,0,0,
16600,1280959267703623046,20241200000000.0,53675926,07/01/16,t,3.0,3.0,"['email', 'phone']",t,t,City Of Kogarah,,-33.96827,151.10333,6,2.0,2.0,3.0,$165.00,2,365,1,2,365,365,1.8,365.0,,t,5,32,62,304,08/12/24,4,4,4,5.0,5.0,5.0,5.0,5.0,5.0,4.75,f,3,3,0,0,4.0
16800,1285050979775137692,20241200000000.0,185126628,19/04/18,f,82.0,104.0,"['email', 'phone']",t,t,Canada Bay,,-33.8701766,151.13599835368225,8,2.0,4.0,5.0,$621.00,3,365,3,3,365,365,3.0,365.0,,t,11,35,65,65,08/12/24,0,0,0,,,,,,,,f,76,76,0,0,
17000,1291345137111870199,20241200000000.0,3881571,15/10/12,t,18.0,22.0,"['email', 'phone']",t,t,Sydney,,-33.8879983,151.206689,7,2.0,2.0,3.0,$141.00,1,365,1,3,365,365,1.9,365.0,,t,4,34,61,176,08/12/24,0,0,0,,,,,,,,f,14,14,0,0,
17200,1295445423682134642,20241200000000.0,548181087,26/11/23,t,24.0,24.0,['phone'],t,t,Sydney,,-33.8787662,151.2106879,5,2.0,2.0,2.0,$424.00,1,365,1,3,365,365,3.0,365.0,,t,20,50,80,355,08/12/24,0,0,0,,,,,,,,t,24,24,0,0,
17400,1301324961763362090,20241200000000.0,664681305,30/11/24,f,1.0,1.0,"['email', 'phone']",t,t,Botany Bay,,-33.9216816,151.184706,6,2.0,2.0,3.0,$256.00,4,365,4,4,365,365,4.0,365.0,,t,18,31,31,31,08/12/24,0,0,0,,,,,,,,t,1,1,0,0,
17600,1304539106211738464,20241200000000.0,295963553,18/09/19,t,13.0,16.0,"['email', 'phone']",t,t,Warringah,,-33.75964072,151.20057035525673,12,3.0,5.0,2.0,"$1,250.00",4,1125,4,4,1125,1125,4.0,1125.0,,t,30,60,90,270,08/12/24,0,0,0,,,,,,,,t,6,6,0,0,
