,id,scrape_id,host_id,host_since,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
4938,45090956,20241200000000.0,215158027,13/09/18,t,14.0,17.0,"['email', 'phone']",t,t,Sydney,,-33.87693,151.21326,2,1.0,0.0,1.0,$147.00,2,730,1,65,1000,1125,32.1,1023.8,,t,13,18,48,286,08/12/24,85,8,1,4.92,4.92,4.86,4.91,4.94,4.94,4.86,f,10,10,0,0,1.68
4939,45094997,20241200000000.0,149217640,05/09/17,t,2.0,10.0,"['email', 'phone']",t,t,Hornsby,,-33.7077,151.09921,3,1.0,1.0,2.0,$177.00,1,180,1,1,1125,1125,1.0,1125.0,,t,9,32,47,106,08/12/24,88,20,2,4.82,4.91,4.84,4.93,4.95,4.76,4.8,f,2,2,0,0,1.71
4941,44651453,20241200000000.0,258445253,27/04/19,t,2.0,2.0,"['email', 'phone']",t,t,Mosman,,-33.82759,151.2439,4,2.0,2.0,3.0,$350.00,3,30,3,3,30,30,3.0,30.0,,t,6,27,27,274,08/12/24,20,15,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,1.15
4942,44652066,20241200000000.0,88852186,09/08/16,t,1.0,1.0,"['email', 'phone']",t,t,Sutherland Shire,,-34.07983,151.15758,6,2.0,3.0,4.0,$900.00,2,30,2,2,30,30,2.0,30.0,,t,4,10,37,124,08/12/24,115,28,2,4.99,4.99,4.94,4.99,4.97,4.99,4.84,f,1,1,0,0,2.31
4945,44876964,20241200000000.0,5949562,16/04/13,t,2.0,2.0,"['email', 'phone', 'work_email']",t,t,Randwick,,-33.95198,151.25164,2,1.0,1.0,2.0,$150.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,20,50,80,355,08/12/24,28,4,0,5.0,4.96,4.96,5.0,5.0,5.0,4.86,f,2,0,2,0,0.54
4955,44877768,20241200000000.0,136128429,21/06/17,t,1.0,1.0,"['email', 'phone']",t,t,Manly,,-33.790483,151.26457050769386,4,1.0,2.0,2.0,$271.00,3,120,2,3,120,120,2.4,120.0,,t,13,16,16,195,08/12/24,12,11,0,4.83,4.92,4.92,4.75,5.0,4.83,4.75,f,1,1,0,0,0.98
4956,44878295,20241200000000.0,2450066,23/05/12,t,109.0,166.0,"['email', 'phone']",t,t,Randwick,,-33.9210701,151.2381591796875,2,,1.0,,,89,89,89,89,89,89,89.0,89.0,,t,0,0,0,0,08/12/24,0,0,0,,,,,,,,f,106,106,0,0,
4957,44880818,20241200000000.0,2450066,23/05/12,t,109.0,166.0,"['email', 'phone']",t,t,Randwick,,-33.92164993,151.2375030517578,2,1.0,1.0,1.0,$255.00,90,1125,90,90,1125,1125,90.0,1125.0,,t,0,9,39,314,08/12/24,1,0,0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,f,106,106,0,0,0.02
4960,44982759,20241200000000.0,49529568,21/11/15,t,5.0,5.0,"['email', 'phone']",t,t,Sutherland Shire,,-34.07956,151.15731,2,1.0,1.0,1.0,$258.00,2,1125,2,2,2,1125,2.0,724.4,,t,3,6,13,241,08/12/24,124,7,2,4.94,4.97,4.9,4.96,4.94,4.98,4.81,t,5,5,0,0,2.42
4963,45836046,20241200000000.0,165339335,02/01/18,t,1.0,1.0,"['email', 'phone']",t,t,Willoughby,,-33.80212,151.17363,4,1.0,2.0,3.0,$290.00,4,1125,4,4,1125,1125,4.0,1125.0,,t,0,0,15,259,08/12/24,33,10,2,5.0,5.0,5.0,5.0,5.0,4.91,4.94,f,1,1,0,0,0.7
4973,45319700,20241200000000.0,2450066,23/05/12,t,109.0,166.0,"['email', 'phone']",t,t,Randwick,,-33.917793,151.257706,2,1.0,1.0,1.0,$336.00,5,89,5,5,1125,1125,5.0,1125.0,,t,3,9,9,198,08/12/24,34,8,0,4.88,4.85,4.88,4.74,4.91,4.79,4.65,f,106,106,0,0,1.03
4975,45848062,20241200000000.0,280488181,29/07/19,t,1.0,1.0,['phone'],t,t,Pittwater,,-33.64401,151.3147,8,3.0,4.0,4.0,"$1,243.00",2,1125,2,2,1125,1125,2.0,1125.0,,t,9,13,43,220,08/12/24,59,9,1,4.92,4.93,4.81,5.0,5.0,4.86,4.68,f,1,1,0,0,1.22
4979,45319932,20241200000000.0,2450066,23/05/12,t,109.0,166.0,"['email', 'phone']",t,t,Randwick,,-33.917789,151.257629,2,1.0,1.0,1.0,$350.00,5,89,4,5,1125,1125,5.0,1125.0,,t,7,13,25,280,08/12/24,19,7,2,4.89,4.79,4.84,4.84,4.95,5.0,4.47,t,106,106,0,0,0.58
4982,45324060,20241200000000.0,366350802,07/09/20,t,1.0,1.0,"['email', 'phone']",t,t,Sydney,,-33.88804,151.17899,4,2.0,2.0,3.0,$256.00,7,365,2,7,365,365,6.9,365.0,,t,10,15,32,248,08/12/24,19,9,1,4.95,4.84,4.84,5.0,5.0,4.89,4.74,f,1,1,0,0,0.38
4984,45350198,20241200000000.0,187185481,30/04/18,t,2.0,2.0,"['email', 'phone']",t,t,Hornsby,,-33.5437,151.14606,4,1.0,2.0,4.0,"$1,100.00",7,1125,3,5,1125,1125,3.3,1125.0,,t,11,35,63,149,08/12/24,16,0,0,5.0,4.94,4.88,4.94,5.0,4.94,4.69,f,2,2,0,0,0.33
5000,45421922,20241200000000.0,92389198,29/08/16,t,1.0,2.0,"['email', 'phone']",f,t,Sutherland Shire,,-34.008496,151.196471,4,1.0,2.0,3.0,$306.00,2,1125,1,2,1125,1125,2.0,1125.0,,t,7,25,54,138,08/12/24,96,27,3,4.98,4.95,4.98,4.98,5.0,4.95,4.88,f,1,1,0,0,2.12
5004,45917438,20241200000000.0,215158027,13/09/18,t,14.0,17.0,"['email', 'phone']",t,t,Sydney,,-33.87652,151.21269,2,1.0,0.0,1.0,$166.00,2,730,1,21,700,1125,4.7,1088.8,,t,1,7,7,7,08/12/24,74,6,2,4.88,4.97,4.85,4.89,4.88,4.99,4.81,f,10,10,0,0,1.49
5015,45520670,20241200000000.0,58493643,12/02/16,t,23.0,31.0,"['email', 'phone']",t,t,Manly,,-33.79565,151.278976,6,2.0,2.0,4.0,$574.00,3,180,3,7,1125,1125,3.1,1125.0,,t,2,11,27,127,08/12/24,53,11,2,4.96,4.96,4.94,4.98,5.0,4.91,4.83,f,22,22,0,0,1.13
5016,45947196,20241200000000.0,10007090,14/11/13,t,3.0,4.0,"['email', 'phone']",t,t,Marrickville,,-33.90081,151.17444,2,1.0,1.0,1.0,$130.00,5,1125,3,5,1125,1125,5.0,1125.0,,t,8,38,68,343,08/12/24,262,38,3,4.79,4.87,4.87,4.95,4.91,4.94,4.73,f,3,3,0,0,5.22
5017,45947877,20241200000000.0,108083073,22/12/16,t,109.0,115.0,['phone'],t,t,Waverley,,-33.8891354,151.2615924,2,1.0,1.0,1.0,$347.00,4,365,3,14,1125,1125,12.5,1125.0,,t,30,60,90,365,08/12/24,103,8,0,4.67,4.63,4.57,4.75,4.83,4.69,4.39,f,63,62,1,0,2.06
5019,45991081,20241200000000.0,289660301,27/08/19,t,2.0,2.0,"['email', 'phone']",t,t,Penrith,,-33.74792,150.69963,2,1.0,1.0,1.0,$183.00,30,365,30,30,365,365,30.0,365.0,,t,7,37,67,342,08/12/24,13,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.37
5021,45521006,20241200000000.0,312942460,28/11/19,t,3.0,3.0,"['email', 'phone']",t,t,Manly,,-33.78809,151.28556,4,1.0,2.0,2.0,$321.00,2,31,2,3,31,31,2.0,31.0,,t,9,34,34,34,08/12/24,8,3,0,5.0,4.88,5.0,5.0,5.0,5.0,4.25,f,3,1,2,0,0.16
5024,45548150,20241200000000.0,16026854,27/05/14,t,63.0,238.0,"['email', 'phone']",t,t,Sydney,,-33.89183,151.2319,2,,,,,14,90,5,21,90,1125,13.9,996.2,,t,1,1,1,1,08/12/24,34,7,0,4.79,4.71,4.47,4.79,4.94,4.79,4.5,f,59,59,0,0,0.77
5028,45571570,20241200000000.0,32241110,30/04/15,t,1.0,1.0,"['email', 'phone']",t,t,Woollahra,,-33.87551,151.27224,2,1.0,1.0,1.0,$250.00,5,365,5,5,365,365,5.0,365.0,,t,2,32,62,337,08/12/24,46,11,2,4.87,4.87,4.87,4.72,4.87,4.78,4.8,f,1,1,0,0,0.9
5034,45584442,20241200000000.0,369172085,25/09/20,t,4.0,4.0,"['email', 'phone']",t,t,Willoughby,,-33.79708,151.18081,3,1.0,1.0,1.0,$140.00,3,365,3,3,365,365,3.0,365.0,,t,10,40,70,71,08/12/24,4,3,0,4.5,4.5,4.25,4.5,4.75,5.0,4.5,f,4,4,0,0,0.33
5035,45584818,20241200000000.0,12096150,09/02/14,t,2.0,2.0,"['email', 'phone']",t,t,Pittwater,,-33.60457,151.33064,4,1.5,2.0,2.0,$250.00,2,7,1,2,7,7,2.0,7.0,,t,3,22,46,60,08/12/24,86,21,0,4.81,4.79,4.81,4.93,4.93,4.84,4.73,f,2,2,0,0,1.74
5037,45584920,20241200000000.0,369172085,25/09/20,t,4.0,4.0,"['email', 'phone']",t,t,Willoughby,,-33.7954,151.18015,2,1.0,0.0,1.0,$131.00,3,90,3,3,90,90,3.0,90.0,,t,17,47,77,78,08/12/24,10,9,1,4.9,4.7,4.8,4.9,4.9,5.0,4.9,f,4,4,0,0,0.46
5038,45585209,20241200000000.0,369172085,25/09/20,t,4.0,4.0,"['email', 'phone']",t,t,Willoughby,,-33.79714,151.17926,3,2.0,1.0,2.0,$147.00,4,90,4,4,90,90,4.0,90.0,,t,16,46,76,166,08/12/24,4,4,1,5.0,4.75,4.75,5.0,5.0,5.0,5.0,f,4,4,0,0,0.35
5040,45587819,20241200000000.0,369172085,25/09/20,t,4.0,4.0,"['email', 'phone']",t,t,Willoughby,,-33.79696,151.18044,3,1.0,1.0,1.0,$139.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,26,52,82,82,08/12/24,4,4,1,4.5,4.75,3.75,4.75,5.0,4.75,4.25,f,4,4,0,0,0.42
5041,45598550,20241200000000.0,25014687,19/12/14,t,47.0,55.0,"['email', 'phone']",t,t,Woollahra,,-33.87242,151.24598,8,3.0,4.0,4.0,"$1,416.00",7,1125,7,7,1125,1125,7.0,1125.0,,t,0,0,0,0,08/12/24,0,0,0,,,,,,,,f,46,46,0,0,
5042,46039200,20241200000000.0,49529568,21/11/15,t,5.0,5.0,"['email', 'phone']",t,t,Sutherland Shire,,-34.08,151.15912,10,4.0,5.0,6.0,"$1,848.00",2,1125,2,2,2,1125,2.0,788.1,,t,3,6,13,241,08/12/24,6,4,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,5,5,0,0,0.13
5044,46043288,20241200000000.0,4337053,05/12/12,t,1.0,2.0,"['email', 'phone', 'work_email']",t,t,Sutherland Shire,,-34.08823,151.15837,8,1.0,4.0,4.0,$252.00,2,30,2,2,30,30,2.0,30.0,,t,18,35,57,216,08/12/24,44,19,1,4.86,4.7,4.73,5.0,5.0,4.91,4.75,f,1,1,0,0,0.9
5048,46079893,20241200000000.0,91961414,26/08/16,t,105.0,141.0,"['email', 'phone']",t,t,Burwood,,-33.87512,151.09571,4,,,,,1,365,1,90,1125,1125,47.7,1125.0,,t,0,0,0,24,08/12/24,44,2,0,4.84,4.73,4.73,4.89,4.77,4.8,4.45,t,101,86,15,0,0.88
5050,46090853,20241200000000.0,2450066,23/05/12,t,109.0,166.0,"['email', 'phone']",t,t,Randwick,,-33.917793,151.257706,2,1.0,1.0,1.0,$323.00,5,1125,5,5,1125,1125,5.0,1125.0,,t,3,9,14,286,08/12/24,25,8,0,4.84,4.96,4.84,4.88,4.96,5.0,4.6,f,106,106,0,0,0.82
5058,45624629,20241200000000.0,369604547,27/09/20,t,1.0,1.0,"['email', 'phone']",t,t,Waverley,,-33.89539,151.27399,4,1.0,2.0,2.0,$800.00,2,365,2,2,1125,1125,2.0,1125.0,,t,4,14,43,84,08/12/24,97,43,3,4.87,4.9,4.84,4.84,4.87,4.95,4.7,f,1,1,0,0,1.9
5070,45676137,20241200000000.0,58493643,12/02/16,t,23.0,31.0,"['email', 'phone']",t,t,Manly,,-33.795799,151.278992,4,2.0,2.0,4.0,$539.00,3,1125,3,7,1125,1125,3.2,1125.0,,t,8,33,63,181,08/12/24,43,17,1,5.0,5.0,4.98,5.0,5.0,4.88,4.63,f,22,22,0,0,0.96
5074,45725724,20241200000000.0,9866135,07/11/13,t,1.0,1.0,"['email', 'phone']",t,t,Sutherland Shire,,-34.06103,151.12827,2,1.0,1.0,1.0,$300.00,2,5,2,2,5,5,2.0,5.0,,t,18,43,69,159,08/12/24,24,8,2,4.92,5.0,5.0,4.96,5.0,5.0,4.96,f,1,1,0,0,1.1
5075,45728988,20241200000000.0,370689472,05/10/20,t,2.0,2.0,"['email', 'phone']",t,t,Marrickville,,-33.90377,151.13551,4,1.0,1.0,1.0,$170.00,3,1125,3,5,1125,1125,3.3,1125.0,,t,7,10,17,33,08/12/24,221,32,1,4.89,4.9,4.81,4.96,4.94,4.9,4.79,t,2,2,0,0,4.53
5076,45737200,20241200000000.0,366684001,09/09/20,t,1.0,2.0,"['email', 'phone']",t,t,Hornsby,,-33.48405978,151.08484904480372,16,1.5,5.0,15.0,$850.00,2,60,2,2,1125,1125,2.0,1125.0,,t,15,30,53,59,08/12/24,148,32,2,4.94,4.93,4.86,4.96,4.99,4.95,4.91,f,1,1,0,0,3.02
5081,46164992,20241200000000.0,15631171,17/05/14,t,1.0,1.0,"['email', 'phone']",t,t,Waverley,,-33.88288,151.27529,2,1.0,2.0,1.0,$270.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,2,5,5,246,08/12/24,97,27,2,4.96,4.96,4.85,4.99,4.99,4.96,4.8,f,1,1,0,0,2.07
5082,46188740,20241200000000.0,222106782,22/10/18,t,3.0,3.0,"['email', 'phone']",t,t,Ku-Ring-Gai,,-33.75255,151.15083,4,,1.0,,,2,1125,2,2,1125,1125,2.0,1125.0,,t,29,59,89,364,08/12/24,12,1,0,4.92,4.75,4.75,4.92,5.0,4.75,4.92,f,3,0,3,0,0.26
5083,45742462,20241200000000.0,3610926,19/09/12,t,1.0,1.0,"['email', 'phone']",t,t,Pittwater,,-33.63331,151.31347,2,1.0,1.0,2.0,$307.00,2,14,1,2,14,14,2.0,14.0,,t,10,38,68,158,08/12/24,58,18,5,4.9,4.95,4.79,4.98,4.98,4.98,4.79,f,1,1,0,0,1.17
5085,45775427,20241200000000.0,268722336,15/06/19,t,1.0,3.0,['phone'],t,t,Sutherland Shire,,-34.08132,151.15515,4,1.0,2.0,3.0,$379.00,2,60,2,3,1125,1125,2.1,1125.0,,t,17,38,66,341,08/12/24,98,22,1,4.96,4.97,4.95,4.97,4.97,4.96,4.72,t,1,1,0,0,2.05
5094,46242176,20241200000000.0,374466813,04/11/20,t,1.0,1.0,"['email', 'phone']",t,t,Sutherland Shire,,-34.03639,151.08876,2,1.0,1.0,2.0,$95.00,2,4,2,2,1125,1125,2.0,1125.0,,t,1,12,27,40,08/12/24,100,25,3,5.0,5.0,5.0,5.0,5.0,4.93,4.98,f,1,0,1,0,2.07
5099,46594091,20241200000000.0,43893600,10/09/15,t,1.0,2.0,"['email', 'phone']",t,t,North Sydney,,-33.83993,151.21932,4,,2.0,,,2,730,2,3,730,730,2.1,730.0,,t,0,0,0,0,08/12/24,52,14,0,4.88,4.88,4.87,4.98,4.98,4.96,4.65,f,1,1,0,0,1.45
5101,46604427,20241200000000.0,310090123,17/11/19,t,1.0,1.0,"['email', 'phone', 'work_email']",t,t,Pittwater,,-33.60559,151.32976,2,1.0,1.0,1.0,$435.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,21,49,79,169,08/12/24,106,23,2,4.92,4.93,4.96,4.98,4.94,4.93,4.58,f,1,1,0,0,2.25
5102,46245431,20241200000000.0,374488620,04/11/20,t,1.0,1.0,"['email', 'phone']",t,t,Hornsby,,-33.69848,151.11075,4,1.0,2.0,3.0,$150.00,12,32,1,12,32,32,11.9,32.0,,t,0,28,54,138,08/12/24,26,6,0,4.96,5.0,4.88,5.0,5.0,4.81,4.88,f,1,1,0,0,0.59
5106,46267255,20241200000000.0,2450066,23/05/12,t,109.0,166.0,"['email', 'phone']",t,t,Randwick,,-33.917789,151.257675,2,1.0,1.0,1.0,$247.00,5,89,5,5,1125,1125,5.0,1125.0,,t,9,14,16,256,08/12/24,24,7,1,4.88,4.83,4.88,4.92,4.96,4.67,4.63,f,106,106,0,0,0.6
5109,46609628,20241200000000.0,19356252,02/08/14,t,9.0,14.0,"['email', 'phone', 'work_email']",t,t,Warringah,,-33.78058,151.28184,7,2.5,3.0,4.0,$470.00,4,120,3,4,120,120,4.0,120.0,,t,0,12,12,236,08/12/24,9,3,0,4.78,4.56,4.78,4.78,4.78,4.67,4.44,f,7,5,2,0,0.34
5127,46340822,20241200000000.0,372451476,18/10/20,t,1.0,1.0,"['email', 'phone']",t,t,Blacktown,,-33.73501747,150.83330545574427,8,1.5,4.0,4.0,$258.00,2,360,2,2,360,360,2.0,360.0,,t,19,29,50,215,08/12/24,22,22,3,4.91,4.91,4.91,5.0,4.95,4.82,4.77,f,1,1,0,0,1.88
5140,46356817,20241200000000.0,148607219,31/08/17,t,58.0,73.0,"['email', 'phone']",t,t,North Sydney,,-33.83554077,151.20791625976562,2,1.0,1.0,1.0,$165.00,28,1125,3,28,99,99,25.3,99.0,,t,13,42,42,294,08/12/24,9,2,0,4.67,4.78,4.67,4.89,4.89,4.89,4.44,t,46,46,0,0,0.22
5141,46365997,20241200000000.0,123183039,29/03/17,t,7.0,7.0,"['email', 'phone']",t,t,Willoughby,,-33.79515457,151.1846160888672,6,2.0,2.0,4.0,$165.00,5,1125,2,5,1125,1125,4.7,1125.0,,t,4,24,36,212,08/12/24,37,20,2,4.86,4.97,4.78,4.78,4.78,5.0,4.68,t,7,7,0,0,1.42
5142,46366002,20241200000000.0,123183039,29/03/17,t,7.0,7.0,"['email', 'phone']",t,t,Willoughby,,-33.79454,151.18404,6,2.0,2.0,4.0,$165.00,5,1125,2,5,1125,1125,4.7,1125.0,,t,1,5,35,216,08/12/24,49,21,2,4.84,4.86,4.69,4.88,4.92,4.94,4.69,t,7,7,0,0,2.06
5143,46378418,20241200000000.0,58088453,09/02/16,t,1.0,4.0,"['email', 'phone', 'work_email']",t,t,Sydney,,-33.88659,151.22552,2,1.0,1.0,1.0,$203.00,3,28,3,3,1125,1125,3.0,1125.0,,t,6,20,42,42,08/12/24,135,32,3,4.94,4.95,4.93,4.95,4.87,4.95,4.88,f,1,1,0,0,2.73
5147,46734455,20241200000000.0,84640488,19/07/16,t,1.0,1.0,"['email', 'phone', 'work_email']",t,t,Ku-Ring-Gai,,-33.7125544,151.1709306,2,1.0,1.0,3.0,$230.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,8,8,32,290,08/12/24,78,25,2,4.99,4.97,4.92,5.0,5.0,4.96,4.94,f,1,1,0,0,1.61
5150,46741413,20241200000000.0,9951125,11/11/13,t,7.0,10.0,"['email', 'phone', 'work_email']",t,t,Sydney,,-33.8912,151.19551,6,1.5,3.0,3.0,$301.00,2,1125,1,6,1125,1125,3.1,1125.0,,t,4,30,52,76,08/12/24,213,63,3,4.85,4.88,4.73,4.93,4.88,4.93,4.84,t,7,7,0,0,4.39
5152,46757288,20241200000000.0,9976719,12/11/13,t,1.0,1.0,"['email', 'phone']",t,t,Randwick,,-33.9211,151.24361,2,1.0,1.0,1.0,$159.00,3,1125,1,5,1125,1125,3.1,1125.0,,t,9,10,10,78,08/12/24,91,30,3,4.93,4.97,4.95,4.96,4.99,4.89,4.88,f,1,1,0,0,1.92
5155,46385190,20241200000000.0,374815460,08/11/20,t,1.0,1.0,"['email', 'phone']",t,t,Willoughby,,-33.79445,151.18521,4,2.0,2.0,3.0,$212.00,2,90,1,2,90,90,2.0,90.0,,t,2,18,33,219,08/12/24,90,13,2,4.8,4.9,4.59,4.84,4.96,4.97,4.69,f,1,1,0,0,1.83
5158,46400904,20241200000000.0,269689583,19/06/19,t,11.0,22.0,"['email', 'phone']",t,t,Pittwater,,-33.60231352,151.3229842973715,12,3.0,6.0,9.0,"$1,500.00",5,30,5,7,28,30,5.2,29.8,,t,7,28,58,333,08/12/24,0,0,0,,,,,,,,f,11,11,0,0,
5163,46777015,20241200000000.0,215158027,13/09/18,t,14.0,17.0,"['email', 'phone']",t,t,Sydney,,-33.87690353,151.21331787109375,2,1.0,0.0,1.0,$127.00,2,730,2,21,1000,1125,4.7,1105.8,,t,8,20,20,20,08/12/24,89,13,2,4.8,4.84,4.73,4.88,4.98,4.98,4.72,f,10,10,0,0,1.93
5167,46801836,20241200000000.0,2450066,23/05/12,t,109.0,166.0,"['email', 'phone']",t,t,Randwick,,-33.917793,151.257706,2,1.0,1.0,1.0,$287.00,5,1125,5,5,1125,1125,5.0,1125.0,,t,3,12,13,206,08/12/24,20,3,0,4.85,4.95,4.9,4.8,4.8,4.85,4.5,f,106,106,0,0,0.47
5168,46419648,20241200000000.0,113620774,28/01/17,t,5.0,6.0,"['email', 'phone']",t,t,Sydney,,-33.88789,151.22687,2,1.0,0.0,1.0,$200.00,7,60,6,7,1125,1125,7.0,1125.0,,t,0,7,9,85,08/12/24,64,17,3,4.98,4.97,5.0,4.98,5.0,4.94,4.92,f,4,2,2,0,1.32
5169,46421717,20241200000000.0,50848092,08/12/15,t,1.0,1.0,"['email', 'phone', 'work_email']",t,t,Burwood,,-33.89696,151.09883,2,1.0,1.0,1.0,$130.00,4,1125,4,4,1125,1125,4.0,1125.0,,t,0,7,24,234,08/12/24,45,18,1,4.96,4.93,4.91,4.98,5.0,4.89,4.91,t,1,1,0,0,1.93
5174,46802673,20241200000000.0,2450066,23/05/12,t,109.0,166.0,"['email', 'phone']",t,t,Randwick,,-33.91734695,151.2558594,5,2.5,3.0,4.0,$390.00,5,89,5,21,1125,1125,15.6,1125.0,,t,5,22,44,206,08/12/24,26,8,0,4.77,4.88,4.77,4.92,4.85,4.92,4.42,t,106,106,0,0,0.6
5176,46805402,20241200000000.0,104976842,24/11/16,t,1.0,1.0,"['email', 'phone']",t,t,Marrickville,,-33.90725,151.15876,4,1.5,2.0,2.0,$198.00,2,60,1,2,1125,1125,2.0,1125.0,,t,8,21,47,80,08/12/24,108,41,3,4.89,4.93,4.89,4.97,4.98,4.82,4.87,f,1,1,0,0,2.23
5177,46805698,20241200000000.0,18757247,23/07/14,t,1.0,2.0,"['email', 'phone']",t,t,Sutherland Shire,,-34.05753,151.1102,4,1.0,1.0,2.0,$170.00,2,365,2,2,365,365,2.0,365.0,,t,10,40,66,156,08/12/24,58,14,1,4.9,4.93,4.86,4.98,5.0,4.93,4.78,f,1,1,0,0,1.2
5178,46817170,20241200000000.0,31703186,22/04/15,t,1.0,1.0,"['email', 'phone']",t,t,Randwick,,-33.92575259,151.25696271657944,7,1.0,3.0,4.0,$650.00,2,90,1,4,1125,1125,2.0,1125.0,,t,21,51,81,158,08/12/24,44,14,0,4.93,4.98,4.98,5.0,5.0,5.0,4.86,f,1,1,0,0,1.01
5179,46822833,20241200000000.0,24048741,22/11/14,t,21.0,24.0,"['email', 'phone']",t,t,Sydney,,-33.8693,151.20487,3,1.0,1.0,2.0,$232.00,2,365,2,21,1125,1125,8.1,1125.0,,t,10,20,34,122,08/12/24,68,18,8,4.93,4.94,4.87,4.97,4.99,4.93,4.88,f,21,21,0,0,1.4
5181,46839753,20241200000000.0,143427903,31/07/17,t,1.0,2.0,"['email', 'phone']",t,t,Hornsby,,-33.61407,151.09981,4,1.0,2.0,2.0,$150.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,5,5,5,165,08/12/24,64,15,1,4.88,4.91,4.77,4.95,4.83,4.89,4.88,t,1,1,0,0,1.32
5182,46841651,20241200000000.0,355160482,09/07/20,t,1.0,1.0,"['email', 'phone']",t,t,Warringah,,-33.78701,151.26255,4,1.0,2.0,2.0,$225.00,3,30,3,3,30,30,3.0,30.0,,t,0,11,21,24,08/12/24,139,31,3,4.93,4.93,4.96,4.96,4.98,4.83,4.89,f,1,1,0,0,2.86
5183,46447249,20241200000000.0,11427872,18/01/14,t,1.0,1.0,"['email', 'phone', 'work_email']",t,t,Rockdale,,-33.92949,151.15335,2,1.0,1.0,3.0,$180.00,45,365,5,45,365,365,44.2,365.0,,t,0,7,7,178,08/12/24,29,9,0,4.97,4.93,4.76,4.97,5.0,4.97,4.76,f,1,1,0,0,0.59
5185,46454961,20241200000000.0,329852102,22/01/20,t,3.0,3.0,"['email', 'phone', 'work_email']",t,t,Hornsby,,-33.77179,151.07658,2,1.0,1.0,1.0,$77.00,1,14,1,1,14,14,1.0,14.0,,t,2,19,39,39,08/12/24,28,0,0,4.79,4.89,4.71,4.68,4.93,4.75,4.71,f,2,1,1,0,0.57
5186,46454968,20241200000000.0,97424788,30/09/16,t,15.0,15.0,"['email', 'phone']",t,t,Sydney,,-33.882202,151.213913,4,1.0,2.0,2.0,$363.00,3,365,2,6,365,365,3.2,365.0,,t,6,6,9,284,08/12/24,79,13,0,4.63,4.47,4.39,4.85,4.87,4.9,4.48,f,12,12,0,0,1.72
5189,46853209,20241200000000.0,236402667,13/01/19,t,1.0,2.0,"['email', 'phone']",t,t,Manly,,-33.79808807,151.2883301,2,1.0,1.0,1.0,$507.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,5,9,17,270,08/12/24,66,18,4,4.95,4.98,4.89,4.98,4.98,5.0,4.83,f,1,1,0,0,1.37
5197,46468911,20241200000000.0,375364621,11/11/20,t,1.0,3.0,"['email', 'phone']",t,t,Manly,,-33.7917,151.28741,2,1.0,0.0,0.0,$273.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,5,17,17,95,08/12/24,159,32,5,4.92,4.96,4.9,4.97,4.97,4.97,4.7,f,1,1,0,0,3.31
5199,46492940,20241200000000.0,80144499,26/06/16,t,1.0,1.0,"['email', 'phone']",t,t,Pittwater,,-33.66218,151.32412,4,1.0,2.0,2.0,$551.00,2,28,1,3,1125,1125,2.0,1125.0,,t,19,39,39,39,08/12/24,42,20,6,5.0,4.98,5.0,4.95,5.0,4.98,4.86,f,1,1,0,0,0.86
5201,46873771,20241200000000.0,38732336,17/07/15,t,1.0,1.0,"['email', 'phone']",t,t,Marrickville,,-33.91936,151.14672,6,1.0,2.0,2.0,$179.00,21,1125,6,21,1125,1125,20.7,1125.0,,t,7,31,61,151,08/12/24,70,22,0,5.0,4.91,4.99,4.96,5.0,4.8,4.81,f,1,1,0,0,1.63
5221,46929403,20241200000000.0,2450066,23/05/12,t,109.0,166.0,"['email', 'phone']",t,t,Randwick,,-33.917793,151.257706,2,1.0,1.0,1.0,$303.00,5,1125,5,5,1125,1125,5.0,1125.0,,t,7,26,28,274,08/12/24,24,6,2,4.79,4.88,5.0,4.96,4.96,4.75,4.5,f,106,106,0,0,0.52
