,id,scrape_id,host_id,host_since,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
5689,50963789,20241200000000.0,7409213,2013-10-07,f,237.0,354.0,"['email', 'phone', 'work_email']",t,t,Woollahra,,-33.86728038,151.27668807469118,8,2.5,4.0,5.0,$816.00,1,1125,1,5,4,1125,3.6,871.1,,t,13,28,44,267,08/12/24,10,7,1,4.7,4.7,4.5,5.0,4.8,4.9,4.5,t,179,179,0,0,0.38
5699,51584184,20241200000000.0,7409213,2013-10-07,f,237.0,354.0,"['email', 'phone', 'work_email']",t,t,Sydney,,-33.86963329,151.2116114712067,2,,1.0,,,90,1125,90,90,1125,1125,90.0,1125.0,,t,0,0,0,2,08/12/24,0,0,0,,,,,,,,t,179,179,0,0,
5717,52047443,20241200000000.0,156409670,2017-10-27,f,304.0,545.0,"['email', 'phone']",t,t,Botany Bay,,-33.93075,151.18751,2,,1.0,,,90,1125,90,90,1125,1125,90.0,1125.0,,t,28,58,88,363,08/12/24,0,0,0,,,,,,,,f,19,14,5,0,
5721,52156372,20241200000000.0,288743418,2019-08-25,f,180.0,226.0,"['email', 'phone']",t,t,Sydney,,-33.8838731,151.2084937,2,1.0,1.0,1.0,$138.00,4,365,1,3,365,365,2.9,365.0,,t,23,53,83,358,08/12/24,47,14,0,4.32,4.43,4.17,4.72,4.45,4.77,4.28,t,173,11,162,0,1.36
5741,52277315,20241200000000.0,279001183,2019-07-24,f,842.0,921.0,"['email', 'phone', 'work_email']",t,t,Warringah,,-33.75416,151.29573,5,1.0,2.0,3.0,$235.00,3,365,2,21,365,365,13.9,365.0,,t,5,25,55,309,08/12/24,47,11,3,4.36,4.28,4.21,4.57,4.34,4.96,4.13,t,194,194,0,0,1.23
5767,52426868,20241200000000.0,15739069,2014-05-19,f,115.0,120.0,"['email', 'phone', 'work_email']",t,t,Canada Bay,,-33.85293,151.15526,4,1.5,2.0,3.0,$232.00,15,1125,5,15,1125,1125,12.3,1125.0,,t,7,25,31,121,08/12/24,8,2,0,4.5,4.88,4.63,4.88,4.63,4.88,4.88,t,111,111,0,0,0.21
5818,52973798,20241200000000.0,156409670,2017-10-27,f,304.0,545.0,"['email', 'phone']",t,t,Sydney,,-33.88182,151.20233,4,2.0,2.0,2.0,$395.00,7,1125,6,7,13,1125,6.9,1052.0,,t,23,53,83,358,08/12/24,3,0,0,4.67,3.33,4.0,4.67,4.0,4.67,4.33,f,19,14,5,0,0.09
5860,53044180,20241200000000.0,279001183,2019-07-24,f,842.0,921.0,"['email', 'phone', 'work_email']",t,t,Sydney,,-33.87177,151.22576,2,1.0,1.0,1.0,$175.00,3,365,2,21,365,365,13.9,365.0,,t,17,28,57,332,08/12/24,49,17,2,4.04,4.37,4.33,4.29,4.2,4.71,4.0,t,194,194,0,0,1.31
5891,53096386,20241200000000.0,301753450,2019-11-10,f,129.0,168.0,"['email', 'phone']",t,t,Sydney,,-33.8976,151.20378,2,1.0,1.0,1.0,$154.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,30,60,90,91,08/12/24,21,3,0,4.48,4.43,4.14,4.86,4.86,4.43,4.14,f,106,106,0,0,0.57
5892,53096997,20241200000000.0,301753450,2019-11-10,f,129.0,168.0,"['email', 'phone']",t,t,Sydney,,-33.89908,151.20201,2,1.0,1.0,1.0,$152.00,1,1125,1,2,1125,1125,1.3,1125.0,,t,30,60,90,91,08/12/24,3,0,0,3.33,4.0,2.67,4.33,4.33,4.0,3.33,f,106,106,0,0,0.1
5904,53426153,20241200000000.0,279001183,2019-07-24,f,842.0,921.0,"['email', 'phone', 'work_email']",t,t,Manly,,-33.7965162,151.2863816,2,1.0,1.0,1.0,$277.00,3,365,2,21,365,365,13.9,365.0,,t,6,21,38,313,08/12/24,44,14,1,4.68,4.73,4.43,4.5,4.52,4.98,4.52,t,194,194,0,0,1.2
5906,53118544,20241200000000.0,288743418,2019-08-25,f,180.0,226.0,"['email', 'phone']",t,t,Auburn,,-33.87047,151.03692,2,1.0,1.0,1.0,$66.00,1,89,1,3,89,89,2.9,89.0,,t,9,34,64,339,08/12/24,17,9,0,4.29,4.29,4.29,4.65,4.47,4.47,4.41,t,173,11,162,0,0.46
5926,53471680,20241200000000.0,279001183,2019-07-24,f,842.0,921.0,"['email', 'phone', 'work_email']",t,t,Manly,,-33.79714,151.28389,4,1.0,2.0,3.0,$348.00,3,365,2,21,365,365,13.9,365.0,,t,9,22,48,319,08/12/24,55,16,3,4.78,4.76,4.73,4.82,4.65,4.98,4.49,t,194,194,0,0,1.52
5990,53269387,20241200000000.0,301753450,2019-11-10,f,129.0,168.0,"['email', 'phone']",t,t,Sydney,,-33.90528,151.20787,4,2.0,2.0,2.0,$388.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,24,54,84,85,08/12/24,8,4,0,4.88,5.0,4.75,5.0,5.0,5.0,4.75,f,106,106,0,0,0.22
6063,54280265,20241200000000.0,301753450,2019-11-10,f,129.0,168.0,"['email', 'phone']",t,t,Sydney,,-33.8865,151.17843,4,2.0,2.0,2.0,$309.00,2,365,2,2,365,365,2.0,365.0,,t,29,59,89,90,08/12/24,15,5,0,4.4,4.6,4.87,4.73,4.93,4.6,4.27,f,106,106,0,0,0.43
6085,54343322,20241200000000.0,301753450,2019-11-10,f,129.0,168.0,"['email', 'phone']",t,t,Auburn,,-33.82537,151.07733,2,1.0,1.0,1.0,$180.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,29,59,89,89,08/12/24,48,9,1,4.67,4.83,4.77,4.44,4.85,4.79,4.58,f,106,106,0,0,1.37
6094,53928558,20241200000000.0,301753450,2019-11-10,f,129.0,168.0,"['email', 'phone']",t,t,Auburn,,-33.84922,151.07384,2,1.0,1.0,1.0,$210.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,29,59,89,90,08/12/24,56,19,0,4.75,4.75,4.55,4.82,4.93,4.91,4.52,f,106,106,0,0,1.55
6106,507361636707945199,20241200000000.0,7409213,2013-10-07,f,237.0,354.0,"['email', 'phone', 'work_email']",t,t,Waverley,,-33.88134,151.27348,9,4.0,5.0,5.0,$648.00,1,1125,1,30,30,1125,21.3,946.4,,t,6,7,24,299,08/12/24,17,12,1,4.71,4.88,4.53,4.94,4.88,4.76,4.65,t,179,179,0,0,0.61
6120,522780033941919094,20241200000000.0,7409213,2013-10-07,f,237.0,354.0,"['email', 'phone', 'work_email']",t,t,Woollahra,,-33.87761,151.23581,2,1.0,1.0,2.0,$295.00,1,1125,1,90,1125,1125,67.2,1125.0,,t,26,56,86,361,08/12/24,0,0,0,,,,,,,,t,179,179,0,0,
6122,529115713952014766,20241200000000.0,7409213,2013-10-07,f,237.0,354.0,"['email', 'phone', 'work_email']",t,t,Woollahra,,-33.88901,151.24003,2,1.0,1.0,1.0,$235.00,1,1125,1,4,1125,1125,1.6,1125.0,,t,15,31,56,91,08/12/24,9,4,1,4.33,4.33,4.78,4.33,4.22,4.67,4.11,t,179,179,0,0,0.25
6128,53960312,20241200000000.0,138649185,2017-05-07,f,533.0,885.0,"['email', 'phone']",t,t,Sydney,,-33.86276,151.20732,2,1.0,1.0,1.0,$600.00,7,1125,7,7,1125,1125,7.0,1125.0,,t,28,58,88,363,08/12/24,0,0,0,,,,,,,,f,29,29,0,0,
6129,53960820,20241200000000.0,138649185,2017-05-07,f,533.0,885.0,"['email', 'phone']",t,t,Sydney,,-33.86378,151.2073,2,1.0,1.0,1.0,$600.00,7,365,7,7,365,365,7.0,365.0,,t,28,58,88,363,08/12/24,0,0,0,,,,,,,,f,29,29,0,0,
6130,53962319,20241200000000.0,156409670,2017-10-27,f,304.0,545.0,"['email', 'phone']",t,t,Sydney,,-33.86335,151.20864,2,1.0,1.0,1.0,$600.00,7,365,7,7,365,365,7.0,365.0,,t,22,52,82,357,08/12/24,0,0,0,,,,,,,,f,19,14,5,0,
6159,54010075,20241200000000.0,156409670,2017-10-27,f,304.0,545.0,"['email', 'phone']",t,t,Sydney,,-33.87857,151.20895,4,1.0,2.0,2.0,$800.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,25,55,85,360,08/12/24,0,0,0,,,,,,,,f,19,14,5,0,
6160,54011130,20241200000000.0,138649185,2017-05-07,f,533.0,885.0,"['email', 'phone']",t,t,Sydney,,-33.8782,151.20916,4,1.0,2.0,2.0,$650.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,25,55,85,360,08/12/24,0,0,0,,,,,,,,f,29,29,0,0,
6166,548701110045503746,20241200000000.0,301753450,2019-11-10,f,129.0,168.0,"['email', 'phone']",t,t,Canada Bay,,-33.82894,151.08397,2,1.0,1.0,1.0,$188.00,4,1125,4,4,1125,1125,4.0,1125.0,,t,0,5,35,35,08/12/24,32,2,0,4.63,4.81,4.53,4.91,4.94,4.81,4.44,f,106,106,0,0,0.93
6180,549801911877992765,20241200000000.0,279001183,2019-07-24,f,842.0,921.0,"['email', 'phone', 'work_email']",t,t,Warringah,,-33.77564,151.28839,4,1.0,2.0,2.0,$354.00,3,365,2,21,365,365,3.3,365.0,,t,1,18,45,320,08/12/24,40,16,0,4.78,4.88,4.88,4.68,4.7,4.85,4.58,f,194,194,0,0,1.23
6199,553004444451059420,20241200000000.0,301753450,2019-11-10,f,129.0,168.0,"['email', 'phone']",t,t,Sydney,,-33.90557,151.20766,4,2.0,2.0,2.0,$405.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,30,60,90,91,08/12/24,32,0,0,4.66,4.72,4.59,4.81,4.94,4.81,4.59,f,106,106,0,0,0.95
6228,557456396937024818,20241200000000.0,279001183,2019-07-24,f,842.0,921.0,"['email', 'phone', 'work_email']",t,t,Leichhardt,,-33.88711,151.16356,4,2.0,2.0,2.0,$298.00,3,365,2,21,365,365,13.9,365.0,,t,10,40,67,342,08/12/24,33,6,0,4.18,4.27,4.33,4.7,4.45,4.52,4.21,t,194,194,0,0,1.0
6236,561868079297741795,20241200000000.0,301753450,2019-11-10,f,129.0,168.0,"['email', 'phone']",t,t,Auburn,,-33.82585,151.0783,2,,1.0,,,2,365,2,2,365,365,2.0,365.0,,t,30,60,90,91,08/12/24,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,106,106,0,0,0.03
6239,558020110075428590,20241200000000.0,301753450,2019-11-10,f,129.0,168.0,"['email', 'phone']",t,t,Canada Bay,,-33.82763,151.08623,5,,2.0,,,2,365,2,2,365,365,2.0,365.0,,t,30,60,90,91,08/12/24,6,1,0,4.33,4.5,4.5,4.83,5.0,4.67,3.83,f,106,106,0,0,0.19
6262,582106097096200272,20241200000000.0,301753450,2019-11-10,f,129.0,168.0,"['email', 'phone']",t,t,Ryde,,-33.77962,151.12211,4,1.0,2.0,1.0,$299.00,2,365,2,2,365,365,2.0,365.0,,t,30,60,90,90,08/12/24,5,0,0,4.0,4.8,4.8,4.6,5.0,4.6,4.4,f,106,106,0,0,0.16
6293,585015281641600575,20241200000000.0,15739069,2014-05-19,f,115.0,120.0,"['email', 'phone', 'work_email']",t,t,North Sydney,,-33.83268,151.20743,2,1.0,1.0,1.0,$163.00,70,365,70,70,365,365,70.0,365.0,,t,0,0,8,99,08/12/24,1,0,0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,t,111,111,0,0,0.03
6297,566976516353935155,20241200000000.0,301753450,2019-11-10,f,129.0,168.0,"['email', 'phone']",t,t,Auburn,,-33.84858,151.07524,4,2.0,2.0,2.0,$927.00,3,730,3,3,730,730,3.0,730.0,,t,29,59,89,89,08/12/24,62,9,0,4.82,4.9,4.82,4.82,4.94,4.9,4.71,f,106,106,0,0,1.83
6298,567013620165518052,20241200000000.0,301753450,2019-11-10,f,129.0,168.0,"['email', 'phone']",t,t,Auburn,,-33.84899,151.07383,4,2.0,2.0,2.0,$571.00,2,365,2,2,365,365,2.0,365.0,,t,29,55,85,85,08/12/24,15,6,0,4.67,4.8,4.87,4.6,4.87,4.8,4.47,f,106,106,0,0,0.46
6353,571443978898740333,20241200000000.0,301753450,2019-11-10,f,129.0,168.0,"['email', 'phone']",t,t,Auburn,,-33.84735,151.07515,2,1.0,1.0,1.0,$309.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,30,60,90,90,08/12/24,24,0,0,4.88,5.0,4.96,4.88,5.0,4.96,4.71,f,106,106,0,0,0.72
6361,589953693476527211,20241200000000.0,301753450,2019-11-10,f,129.0,168.0,"['email', 'phone']",t,t,Auburn,,-33.84838,151.07481,5,2.0,2.0,3.0,$356.00,2,365,1,2,365,365,2.0,365.0,,t,18,46,73,73,08/12/24,43,15,2,4.79,4.81,4.74,4.74,4.93,4.95,4.7,f,106,106,0,0,1.32
6374,573630267281303466,20241200000000.0,301753450,2019-11-10,f,129.0,168.0,"['email', 'phone']",t,t,Randwick,,-33.90506,151.21435,4,1.0,2.0,2.0,$284.00,2,365,2,2,365,365,2.0,365.0,,t,14,44,74,75,08/12/24,25,5,0,4.4,4.52,4.4,4.52,4.68,4.68,4.32,f,106,106,0,0,0.76
6401,594404969954398477,20241200000000.0,15739069,2014-05-19,f,115.0,120.0,"['email', 'phone', 'work_email']",t,t,Willoughby,,-33.81992,151.19453,2,1.0,1.0,1.0,$155.00,15,1125,3,15,1125,1125,12.9,1125.0,,t,3,5,35,126,08/12/24,9,3,0,4.0,4.33,4.0,3.44,4.11,4.44,3.89,t,111,111,0,0,0.28
6405,576425090581973581,20241200000000.0,301753450,2019-11-10,f,129.0,168.0,"['email', 'phone']",t,t,Hornsby,,-33.77106,151.07654,5,2.0,2.0,3.0,$207.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,25,55,85,85,08/12/24,36,13,1,4.67,4.81,4.56,4.94,4.83,4.81,4.58,f,106,106,0,0,1.09
6409,594637246703292533,20241200000000.0,7409213,2013-10-07,f,237.0,354.0,"['email', 'phone', 'work_email']",t,t,Woollahra,,-33.86759803,151.23900813449674,5,,3.0,,,1,1125,1,7,5,1125,5.0,873.6,,t,0,0,0,0,08/12/24,7,2,0,5.0,5.0,5.0,4.71,4.57,4.86,4.86,t,179,179,0,0,0.24
6411,594884815442301021,20241200000000.0,279001183,2019-07-24,f,842.0,921.0,"['email', 'phone', 'work_email']",t,t,North Sydney,,-33.83972,151.2238,6,3.0,4.0,4.0,$517.00,5,365,3,21,365,365,14.6,365.0,,t,5,6,33,209,08/12/24,16,10,2,4.69,4.5,4.19,4.88,4.81,4.94,4.38,f,194,194,0,0,0.55
6412,594913406983830163,20241200000000.0,279001183,2019-07-24,f,842.0,921.0,"['email', 'phone', 'work_email']",t,t,Sydney,,-33.8792428,151.1813574,2,1.0,0.0,0.0,$149.00,3,365,2,21,365,365,13.9,365.0,,t,20,50,70,345,08/12/24,25,4,1,4.32,4.52,4.64,4.48,4.04,4.64,3.76,t,194,194,0,0,0.87
6417,577114774738562679,20241200000000.0,526140891,2023-07-16,f,123.0,268.0,"['email', 'phone']",t,t,Sydney,,-33.884525,151.176147,4,2.0,2.0,2.0,$160.00,2,1125,2,5,3,1125,3.1,160.2,,t,1,1,28,248,08/12/24,49,10,0,4.37,4.61,4.41,4.55,4.59,4.8,4.45,t,9,9,0,0,1.47
6420,577263175707966326,20241200000000.0,301753450,2019-11-10,f,129.0,168.0,"['email', 'phone']",t,t,Auburn,,-33.82601,151.07909,4,2.0,2.0,2.0,$255.00,2,365,2,2,365,365,2.0,365.0,,t,30,60,90,90,08/12/24,10,3,1,4.5,4.7,4.3,4.5,5.0,4.7,4.2,f,106,106,0,0,0.3
6436,579079765405485686,20241200000000.0,526140891,2023-07-16,f,123.0,268.0,"['email', 'phone']",t,t,Warringah,,-33.760445,151.265823,4,2.0,2.0,2.0,$282.00,2,1125,2,5,3,1125,3.1,165.1,,t,17,23,40,281,08/12/24,55,21,1,4.65,4.8,4.49,4.84,4.8,4.73,4.58,t,9,9,0,0,1.7
6445,598410521176459638,20241200000000.0,279001183,2019-07-24,f,842.0,921.0,"['email', 'phone', 'work_email']",t,t,Sydney,,-33.90576,151.20384,4,,2.0,,,90,365,90,90,90,90,90.0,90.0,,t,0,0,0,0,08/12/24,19,0,0,4.21,4.63,4.0,4.68,4.26,5.0,4.42,t,194,194,0,0,0.6
6466,618651159899979136,20241200000000.0,279001183,2019-07-24,f,842.0,921.0,"['email', 'phone', 'work_email']",t,t,Marrickville,,-33.8985473,151.1447759,2,1.0,0.0,1.0,$149.00,3,365,2,4,365,365,3.0,365.0,,t,0,18,48,323,08/12/24,23,9,1,4.43,4.39,4.26,4.48,4.61,4.57,4.35,t,194,194,0,0,0.73
6498,602884804384269850,20241200000000.0,279001183,2019-07-24,f,842.0,921.0,"['email', 'phone', 'work_email']",t,t,Marrickville,,-33.89856,151.1447704,2,1.0,0.0,1.0,$149.00,3,365,2,4,365,365,3.0,365.0,,t,0,24,54,329,08/12/24,38,11,0,4.5,4.62,4.63,4.63,4.58,4.68,4.37,t,194,194,0,0,1.2
6501,621281735705380873,20241200000000.0,301753450,2019-11-10,f,129.0,168.0,"['email', 'phone']",t,t,Canada Bay,,-33.82826,151.08399,4,,2.0,,,2,1125,2,2,1125,1125,2.0,1125.0,,t,27,57,87,88,08/12/24,20,0,0,4.6,4.55,4.5,5.0,5.0,4.95,4.4,f,106,106,0,0,0.64
6507,603168726165945020,20241200000000.0,301753450,2019-11-10,f,129.0,168.0,"['email', 'phone']",t,t,Ryde,,-33.77766,151.11582,2,1.0,1.0,1.0,$201.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,6,28,58,58,08/12/24,35,11,0,4.94,4.91,4.74,4.89,4.97,4.89,4.77,f,106,106,0,0,1.09
6510,603862648896332661,20241200000000.0,288743418,2019-08-25,f,180.0,226.0,"['email', 'phone']",t,t,Sydney,,-33.8839964,151.2083809,2,2.0,1.0,1.0,$114.00,2,365,1,3,365,365,2.9,365.0,,t,17,47,77,352,08/12/24,77,26,1,4.32,4.38,4.09,4.64,4.58,4.83,4.27,t,173,11,162,0,2.4
6511,603863133970592434,20241200000000.0,288743418,2019-08-25,f,180.0,226.0,"['email', 'phone']",t,t,Sydney,,-33.8839964,151.2083809,4,2.0,1.0,2.0,$153.00,2,365,1,3,365,365,2.9,365.0,,t,18,48,78,353,08/12/24,103,25,1,4.34,4.42,4.12,4.77,4.66,4.83,4.47,t,173,11,162,0,3.24
6512,603870055547878496,20241200000000.0,288743418,2019-08-25,f,180.0,226.0,"['email', 'phone']",t,t,Auburn,,-33.87064,151.03528,2,1.0,1.0,1.0,$66.00,1,89,1,3,89,89,2.9,89.0,,t,16,46,76,348,08/12/24,10,9,1,3.8,4.1,3.8,4.2,4.1,4.1,3.9,t,173,11,162,0,0.66
6518,603870254306981583,20241200000000.0,288743418,2019-08-25,f,180.0,226.0,"['email', 'phone']",t,t,Auburn,,-33.86839,151.03522,2,1.0,1.0,1.0,$66.00,1,89,1,3,89,89,2.9,89.0,,t,7,37,67,342,08/12/24,18,10,0,4.0,4.39,3.83,4.72,4.5,4.11,4.06,t,173,11,162,0,0.65
6519,603872514272269023,20241200000000.0,288743418,2019-08-25,f,180.0,226.0,"['email', 'phone']",t,t,Sydney,,-33.8839607,151.2084766,2,1.0,1.0,1.0,$139.00,2,365,1,3,365,365,2.9,365.0,,t,29,59,89,364,08/12/24,98,35,2,4.39,4.48,4.19,4.77,4.47,4.81,4.35,t,173,11,162,0,3.05
6520,603872789192129249,20241200000000.0,288743418,2019-08-25,f,180.0,226.0,"['email', 'phone']",t,t,Sydney,,-33.8839964,151.2083809,3,2.0,1.0,2.0,$140.00,2,365,1,3,365,365,2.9,365.0,,t,26,56,86,358,08/12/24,78,32,2,4.38,4.51,4.33,4.76,4.63,4.85,4.37,t,173,11,162,0,2.44
6558,608496746289804138,20241200000000.0,7409213,2013-10-07,f,237.0,354.0,"['email', 'phone', 'work_email']",t,t,Woollahra,,-33.87209,151.23568,4,1.0,2.0,2.0,$295.00,1,1125,1,5,5,1125,4.3,876.1,,t,18,36,36,199,08/12/24,9,1,0,5.0,5.0,4.89,4.89,4.67,5.0,5.0,t,179,179,0,0,0.3
6569,628572296985717075,20241200000000.0,15739069,2014-05-19,f,115.0,120.0,"['email', 'phone', 'work_email']",t,t,North Sydney,,-33.82857,151.22828,2,1.0,0.0,1.0,$134.00,15,90,3,15,1125,1125,12.7,1125.0,,t,19,34,64,154,08/12/24,6,2,0,3.67,3.83,3.67,3.83,3.83,4.5,3.67,t,111,111,0,0,0.2
6579,609895578817772125,20241200000000.0,7409213,2013-10-07,f,237.0,354.0,"['email', 'phone', 'work_email']",t,t,Waverley,,-33.88909,151.27384,5,2.0,3.0,3.0,$495.00,1,1125,1,4,4,1125,3.5,871.1,,t,6,22,52,230,08/12/24,26,6,0,4.69,4.73,4.77,4.69,4.69,4.96,4.54,t,179,179,0,0,0.84
6582,629353925003099734,20241200000000.0,301753450,2019-11-10,f,129.0,168.0,"['email', 'phone']",t,t,Auburn,,-33.82771,151.07719,2,1.0,1.0,1.0,$292.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,29,59,89,89,08/12/24,22,0,0,4.95,4.95,4.91,4.68,4.95,4.95,4.73,f,106,106,0,0,0.71
6610,613763800519275878,20241200000000.0,7409213,2013-10-07,f,237.0,354.0,"['email', 'phone', 'work_email']",t,t,Sydney,,-33.87215537,151.21737819590163,2,1.0,1.0,1.0,$189.00,90,1125,90,90,1125,1125,90.0,1125.0,,t,0,0,6,281,08/12/24,0,0,0,,,,,,,,t,179,179,0,0,
6614,632258530943564411,20241200000000.0,301753450,2019-11-10,f,129.0,168.0,"['email', 'phone']",t,t,Sydney,,-33.90467,151.20985,4,1.0,2.0,3.0,$280.00,2,365,2,2,365,365,2.0,365.0,,t,29,59,89,90,08/12/24,31,6,0,4.84,4.77,4.71,4.84,4.87,4.97,4.77,f,106,106,0,0,1.05
6619,633174738304958570,20241200000000.0,279001183,2019-07-24,f,842.0,921.0,"['email', 'phone', 'work_email']",t,t,Randwick,,-33.92082,151.25407,4,1.0,2.0,2.0,$300.00,3,365,2,21,365,365,13.9,365.0,,t,3,19,49,324,08/12/24,49,20,1,4.59,4.78,4.71,4.57,4.65,4.8,4.51,t,194,194,0,0,1.6
6632,634221230931997172,20241200000000.0,343442154,2020-08-04,f,204.0,827.0,['phone'],t,t,Sydney,,-33.869015,151.204376,7,2.0,2.0,3.0,$532.00,2,365,2,21,365,365,11.5,365.0,,t,21,46,46,46,08/12/24,20,8,0,4.0,3.8,3.55,4.35,4.45,4.8,3.65,f,32,32,0,0,0.91
6655,638745009473957072,20241200000000.0,15739069,2014-05-19,f,115.0,120.0,"['email', 'phone', 'work_email']",t,t,Lane Cove,,-33.811035,151.154587,5,2.0,3.0,4.0,$247.00,5,365,5,5,1125,1125,5.0,1125.0,,t,14,21,49,49,08/12/24,0,0,0,,,,,,,,t,111,111,0,0,
6659,639950749421797783,20241200000000.0,301753450,2019-11-10,f,129.0,168.0,"['email', 'phone']",t,t,Sydney,,-33.89297,151.20004,4,2.0,2.0,2.0,$285.00,2,365,1,2,365,365,2.0,365.0,,t,21,47,77,78,08/12/24,39,3,1,4.82,4.79,4.54,4.46,4.82,4.82,4.56,f,106,106,0,0,1.33
6686,641805331947197416,20241200000000.0,301753450,2019-11-10,f,129.0,168.0,"['email', 'phone']",t,t,Hornsby,,-33.77064,151.07635,4,2.0,2.0,2.0,$302.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,30,60,90,90,08/12/24,20,5,0,4.85,4.85,4.8,4.95,4.95,4.75,4.65,f,106,106,0,0,0.69
6701,643304164425449505,20241200000000.0,279001183,2019-07-24,f,842.0,921.0,"['email', 'phone', 'work_email']",t,t,Marrickville,,-33.8985473,151.1447759,2,1.0,0.0,1.0,$149.00,3,365,3,4,365,365,3.0,365.0,,t,18,38,68,328,08/12/24,23,4,0,4.39,4.35,4.35,4.43,4.65,4.39,3.91,t,194,194,0,0,0.8
6707,654568395406488866,20241200000000.0,15739069,2014-05-19,f,115.0,120.0,"['email', 'phone', 'work_email']",t,t,Willoughby,,-33.82174,151.20008,4,2.0,2.0,3.0,$187.00,15,365,5,15,1125,1125,12.5,1125.0,,t,5,5,28,118,08/12/24,5,2,1,4.2,4.0,3.8,4.0,4.2,5.0,4.0,t,111,111,0,0,0.2
6708,654614336751043919,20241200000000.0,7409213,2013-10-07,f,237.0,354.0,"['email', 'phone', 'work_email']",t,t,Waverley,,-33.88627,151.27362,10,2.0,5.0,6.0,$589.00,1,1125,1,21,4,1125,9.6,871.1,,t,10,10,10,214,08/12/24,22,10,0,4.55,4.41,4.55,4.95,4.5,4.95,4.27,t,179,179,0,0,0.74
6709,655207732603232252,20241200000000.0,279001183,2019-07-24,f,842.0,921.0,"['email', 'phone', 'work_email']",t,t,Warringah,,-33.75753,151.29851,7,2.0,4.0,4.0,$514.00,3,365,2,21,365,365,13.9,365.0,,t,9,29,59,313,08/12/24,21,10,0,4.62,4.62,4.62,4.81,4.57,4.9,4.57,t,194,194,0,0,0.72
6714,643698310785641180,20241200000000.0,15739069,2014-05-19,f,115.0,120.0,"['email', 'phone', 'work_email']",t,t,North Sydney,,-33.82459,151.20369,4,1.5,2.0,3.0,$195.00,15,365,5,15,1125,1125,12.6,1125.0,,t,4,34,64,154,08/12/24,7,1,0,4.0,4.29,4.14,3.86,4.14,4.86,4.14,t,111,111,0,0,0.25
6769,649105131993489632,20241200000000.0,279001183,2019-07-24,f,842.0,921.0,"['email', 'phone', 'work_email']",t,t,Sydney,,-33.86410632,151.2028036656338,2,1.0,0.0,1.0,$194.00,1,365,1,1,365,365,1.0,365.0,,t,0,0,0,181,08/12/24,22,0,0,3.91,4.27,4.0,3.18,4.27,4.82,4.18,f,194,194,0,0,0.75
6783,650574873811695589,20241200000000.0,279001183,2019-07-24,f,842.0,921.0,"['email', 'phone', 'work_email']",t,t,Sydney,,-33.89878,151.21181,4,1.0,2.0,2.0,$253.00,3,365,2,21,365,365,15.0,365.0,,t,13,43,73,348,08/12/24,53,22,2,4.26,4.32,4.09,4.21,4.3,4.66,4.17,t,194,194,0,0,1.79
6816,653491056808398451,20241200000000.0,279001183,2019-07-24,f,842.0,921.0,"['email', 'phone', 'work_email']",t,t,Sydney,,-33.8724,151.19562,5,1.0,2.0,3.0,$303.00,3,365,2,21,365,365,13.9,365.0,,t,14,39,64,339,08/12/24,43,10,0,4.3,4.58,4.49,4.95,4.56,4.84,4.33,t,194,194,0,0,1.45
6825,663900559012606184,20241200000000.0,279001183,2019-07-24,f,842.0,921.0,"['email', 'phone', 'work_email']",t,t,Ashfield,,-33.88349,151.13815,6,2.0,3.0,4.0,$308.00,3,365,2,21,365,365,13.9,365.0,,t,16,37,67,342,08/12/24,41,15,0,4.51,4.63,4.41,4.88,4.37,4.85,4.41,t,194,194,0,0,1.4
6846,666380774827879023,20241200000000.0,138649185,2017-05-07,f,533.0,885.0,"['email', 'phone']",t,t,Sydney,,-33.88,151.20836,2,1.0,1.0,1.0,$499.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,28,58,88,363,08/12/24,0,0,0,,,,,,,,f,29,29,0,0,
