,id,scrape_id,host_id,host_since,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
808,8342986,20241200000000.0,6495570,2013-05-21,f,1.0,1.0,"['email', 'phone']",t,t,Sydney,,-33.88349,151.21631,5,2.0,2.0,2.0,$750.00,90,1125,90,90,1125,1125,90.0,1125.0,,t,30,60,90,365,08/12/24,0,0,0,,,,,,,,f,1,1,0,0,
811,8371694,20241200000000.0,22823009,2014-10-21,f,2.0,2.0,"['email', 'phone', 'work_email']",t,t,Waverley,,-33.90532,151.26176,10,4.0,5.0,6.0,"$2,200.00",10,1125,10,10,1125,1125,10.0,1125.0,,t,14,42,42,311,08/12/24,10,0,0,5.0,5.0,4.8,5.0,5.0,4.9,4.9,f,2,2,0,0,0.09
813,8372369,20241200000000.0,8477607,2013-08-27,f,1.0,4.0,"['email', 'phone']",t,t,Pittwater,,-33.6016,151.31714,10,3.0,5.0,5.0,"$2,090.00",90,300,90,90,300,300,90.0,300.0,,t,23,53,83,358,08/12/24,4,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,f,1,1,0,0,0.06
820,9191333,20241200000000.0,11112917,2014-08-01,f,4.0,5.0,"['email', 'phone']",t,t,Manly,,-33.80219,151.2908,7,3.0,4.0,4.0,$995.00,10,1120,10,10,1120,1120,10.0,1120.0,,t,0,0,0,0,08/12/24,18,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.94,f,1,1,0,0,0.22
821,9202266,20241200000000.0,40727751,2015-06-08,f,1.0,1.0,"['email', 'phone']",t,t,Pittwater,,-33.66519,151.30158,8,2.0,4.0,4.0,"$1,100.00",5,1125,5,5,1125,1125,5.0,1125.0,,t,13,19,19,209,08/12/24,6,1,0,5.0,4.83,5.0,5.0,5.0,4.83,4.67,f,1,1,0,0,0.19
822,9220063,20241200000000.0,47943619,2015-02-11,f,4.0,4.0,"['email', 'phone']",t,t,Marrickville,,-33.92705,151.16037,5,1.5,3.0,4.0,$250.00,2,9,2,2,9,9,2.0,9.0,,t,0,14,14,14,08/12/24,22,3,0,4.41,4.5,4.0,4.82,4.73,4.68,4.41,f,4,1,3,0,0.2
827,8447412,20241200000000.0,24719748,2014-11-12,f,1.0,1.0,"['email', 'phone']",t,t,Warringah,,-33.75974,151.29533,6,,3.0,,,7,1125,7,14,1125,1125,7.6,1125.0,,t,0,0,0,0,08/12/24,4,1,0,4.75,5.0,4.75,5.0,5.0,5.0,4.75,f,1,1,0,0,0.05
828,8461058,20241200000000.0,44539333,2015-09-18,t,3.0,4.0,"['email', 'phone']",t,t,Ryde,,-33.79783,151.15607,2,3.0,1.0,1.0,$104.00,1,14,1,1,14,14,1.0,14.0,,t,0,16,26,26,08/12/24,103,9,1,4.92,4.96,4.91,4.97,4.97,4.87,4.9,f,2,0,2,0,0.93
829,8461067,20241200000000.0,44539333,2015-09-18,t,3.0,4.0,"['email', 'phone']",t,t,Ryde,,-33.79723,151.15609,2,3.0,1.0,1.0,$106.00,1,21,1,1,21,21,1.0,21.0,,t,0,14,24,24,08/12/24,47,14,1,4.94,4.91,4.85,4.91,5.0,4.85,4.89,f,2,0,2,0,0.43
830,8474401,20241200000000.0,44628208,2015-09-19,t,2.0,2.0,"['email', 'phone']",t,t,Sydney,,-33.873608,151.217133,4,2.0,2.0,2.0,$734.00,3,90,3,5,1125,1125,3.1,1125.0,,t,10,28,33,286,08/12/24,170,12,2,4.9,4.91,4.75,4.92,4.92,4.97,4.7,t,2,2,0,0,1.71
831,8477051,20241200000000.0,44641922,2015-09-20,t,1.0,1.0,"['email', 'phone']",t,t,Leichhardt,,-33.8598,151.18181,2,2.0,1.0,1.0,$195.00,10,1125,4,10,1125,1125,9.8,1125.0,,t,21,31,56,275,08/12/24,42,11,1,4.9,4.9,4.86,4.9,4.98,4.93,4.81,f,1,1,0,0,0.38
832,8487259,20241200000000.0,113874,2010-04-26,f,51.0,161.0,"['email', 'phone']",t,t,Randwick,,-33.90757,151.25729,8,2.0,4.0,4.0,$720.00,7,30,5,7,30,30,6.9,30.0,,t,15,19,19,31,08/12/24,0,0,0,,,,,,,,f,47,47,0,0,
833,8506494,20241200000000.0,113874,2010-04-26,f,51.0,161.0,"['email', 'phone']",t,t,Randwick,,-33.91629,151.25957,8,3.0,3.0,3.0,"$1,900.00",7,90,7,7,90,90,7.0,90.0,,t,0,12,15,15,08/12/24,0,0,0,,,,,,,,f,47,47,0,0,
834,9240361,20241200000000.0,16026854,2014-05-27,t,63.0,238.0,"['email', 'phone']",t,t,Sydney,,-33.86986,151.22783,4,2.0,2.0,2.0,$475.00,5,90,5,10,90,1125,5.0,1120.3,,t,9,9,9,9,08/12/24,14,1,1,4.57,5.0,4.64,4.71,4.64,5.0,4.79,f,59,59,0,0,0.17
837,9251725,20241200000000.0,45731263,2015-04-10,f,1.0,1.0,"['email', 'phone']",t,t,Waverley,,-33.89486,151.24476,1,2.0,2.0,0.0,$100.00,90,1125,90,90,1125,1125,90.0,1125.0,,t,29,59,89,180,08/12/24,0,0,0,,,,,,,,f,1,0,0,1,
838,9258418,20241200000000.0,16474263,2014-06-06,t,3.0,3.0,"['email', 'phone']",t,t,Waverley,,-33.88633,151.27183,10,2.0,4.0,7.0,$975.00,7,1125,7,7,1125,1125,7.0,1125.0,,t,8,20,20,20,08/12/24,0,0,0,,,,,,,,f,1,1,0,0,
847,9320842,20241200000000.0,7509846,2013-07-15,f,1.0,2.0,"['email', 'phone']",t,t,Randwick,,-33.92322,151.24813,2,,1.0,,,7,54,7,7,54,54,7.0,54.0,,t,5,5,5,5,08/12/24,6,0,0,4.83,4.83,4.67,5.0,5.0,4.83,4.33,f,1,1,0,0,0.1
848,9322790,20241200000000.0,24211030,2014-11-27,t,2.0,2.0,"['email', 'phone']",t,t,Pittwater,,-33.69795,151.3079,12,2.0,6.0,9.0,"$1,600.00",5,730,5,5,730,730,5.0,730.0,,t,0,0,7,282,08/12/24,99,0,0,4.84,4.82,4.66,4.91,4.94,4.99,4.68,f,2,2,0,0,0.93
849,9323120,20241200000000.0,24211030,2014-11-27,t,2.0,2.0,"['email', 'phone']",t,t,Pittwater,,-33.70146,151.30753,3,1.5,1.0,2.0,$393.00,3,730,3,5,730,730,3.2,730.0,,t,24,30,30,220,08/12/24,20,6,0,4.75,4.7,4.5,4.85,4.85,4.9,4.75,f,2,2,0,0,0.18
856,8528330,20241200000000.0,44905618,2015-09-23,t,1.0,1.0,"['email', 'phone']",t,t,Hornsby,,-33.60421,151.14343,4,1.5,2.0,2.0,$295.00,2,365,2,3,365,365,2.1,365.0,,t,22,52,77,352,08/12/24,51,7,0,4.92,4.94,4.98,4.98,4.96,4.76,4.68,t,1,1,0,0,0.47
857,8558507,20241200000000.0,45046021,2015-09-25,f,1.0,2.0,"['email', 'phone']",t,f,Warringah,,-33.74355,151.29639,10,4.0,5.0,5.0,"$2,000.00",90,1125,90,90,1125,1125,90.0,1125.0,,t,27,57,87,178,08/12/24,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.02
859,9369875,20241200000000.0,24640438,2014-08-12,f,1.0,2.0,"['email', 'phone']",t,t,Manly,,-33.79429,151.24096,8,3.5,5.0,5.0,$950.00,5,600,1,5,600,600,5.0,600.0,,t,16,46,76,256,08/12/24,11,2,0,4.64,4.73,3.55,5.0,4.82,4.82,4.18,f,1,1,0,0,0.11
861,9376988,20241200000000.0,11196275,2014-11-01,f,1.0,1.0,"['email', 'phone']",t,t,Pittwater,,-33.62801,151.3336,8,2.5,4.0,5.0,$850.00,90,1125,5,90,1125,1125,84.8,1125.0,,t,16,43,43,239,08/12/24,12,0,0,4.83,4.83,4.33,5.0,5.0,4.92,4.5,f,1,1,0,0,0.11
862,9413057,20241200000000.0,48805137,2015-11-11,f,5.0,6.0,"['email', 'phone']",t,t,Sydney,,-33.88725,151.21491,7,2.0,4.0,4.0,$400.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,9,15,30,289,08/12/24,380,44,4,4.71,4.79,4.63,4.9,4.82,4.92,4.7,f,4,1,3,0,3.45
864,9420360,20241200000000.0,47954838,2015-02-11,f,1.0,1.0,"['email', 'phone', 'work_email']",t,t,Pittwater,,-33.64135,151.29492,2,1.5,1.0,1.0,$440.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,15,41,71,346,08/12/24,69,5,2,4.9,4.94,4.86,4.97,4.96,4.93,4.46,f,1,1,0,0,0.64
869,8575021,20241200000000.0,45128189,2015-09-26,t,2.0,2.0,"['email', 'phone']",t,t,North Sydney,,-33.82888,151.19428,1,1.5,1.0,1.0,$84.00,1,30,1,1,1125,1125,1.0,1125.0,,t,5,9,36,36,08/12/24,205,46,6,4.96,4.98,4.98,4.93,4.97,4.87,4.95,t,2,1,1,0,2.1
871,9479274,20241200000000.0,2662178,2012-06-17,f,3.0,3.0,"['email', 'phone', 'work_email']",t,t,Waverley,,-33.89114,151.26834,2,,1.0,,,4,1125,4,7,1125,1125,4.2,1125.0,,t,2,5,6,8,08/12/24,93,21,3,4.89,4.88,4.75,4.97,4.95,4.98,4.66,f,3,3,0,0,0.85
872,9494426,20241200000000.0,37561117,2015-05-07,f,1.0,1.0,"['email', 'phone']",t,t,Pittwater,,-33.62824,151.33028,10,3.0,5.0,14.0,"$1,500.00",7,28,7,7,28,28,7.0,28.0,,t,14,43,73,348,08/12/24,20,4,0,4.9,4.75,4.85,5.0,5.0,4.75,4.65,f,1,1,0,0,0.21
875,9497746,20241200000000.0,33265192,2015-05-13,f,1.0,3.0,"['email', 'phone']",t,t,Manly,,-33.7944,151.28116,2,,1.0,,,3,200,3,3,200,200,3.0,200.0,,t,0,0,0,0,08/12/24,94,8,2,4.88,4.87,4.93,4.96,4.99,4.85,4.84,f,1,1,0,0,0.86
878,9532775,20241200000000.0,25665291,2015-05-01,f,1.0,1.0,"['email', 'phone']",t,t,Manly,,-33.79311,151.26578,6,2.0,3.0,6.0,$495.00,2,1125,2,3,1125,1125,2.0,1125.0,,t,3,7,7,7,08/12/24,10,0,0,4.3,4.4,3.8,4.7,4.9,4.6,4.4,f,1,1,0,0,0.12
882,8673910,20241200000000.0,3046924,2012-07-24,t,96.0,184.0,"['email', 'phone']",t,t,Pittwater,,-33.60213636,151.32935003304925,8,2.5,4.0,4.0,"$1,438.00",90,1125,90,90,30,30,90.0,30.0,,t,9,19,45,316,08/12/24,36,6,2,4.94,4.92,4.92,4.83,4.94,5.0,4.64,f,65,65,0,0,0.32
883,8705622,20241200000000.0,9952590,2013-11-11,f,1.0,2.0,"['email', 'phone']",t,t,Sutherland Shire,,-34.03958,151.08913,8,1.5,3.0,5.0,$450.00,100,300,1,100,300,300,70.5,300.0,,t,6,6,6,6,08/12/24,3,0,0,5.0,5.0,5.0,5.0,5.0,4.67,5.0,f,1,1,0,0,0.03
888,9537762,20241200000000.0,49402421,2015-11-19,f,1.0,2.0,['phone'],t,t,Randwick,,-33.91001,151.23919,12,4.5,6.0,6.0,"$3,000.00",90,1125,90,90,1125,1125,90.0,1125.0,,t,27,57,87,362,08/12/24,0,0,0,,,,,,,,f,1,1,0,0,
892,9579599,20241200000000.0,49590099,2015-11-22,t,1.0,1.0,"['email', 'phone']",t,t,Ku-Ring-Gai,,-33.76332,151.14016,4,2.0,2.0,3.0,$198.00,7,730,1,7,730,730,6.9,730.0,,t,2,3,10,100,08/12/24,98,12,0,4.93,4.93,4.94,4.98,4.98,4.86,4.91,f,1,1,0,0,0.91
895,8763745,20241200000000.0,22817213,2014-10-21,f,1.0,3.0,"['email', 'phone']",t,t,Sydney,,-33.88726,151.21644,4,1.5,2.0,3.0,$649.00,5,10,5,5,10,10,5.0,10.0,,t,8,18,18,18,08/12/24,2,0,0,4.5,5.0,4.5,4.5,5.0,4.5,4.0,f,1,1,0,0,0.02
896,8766964,20241200000000.0,28025034,2015-02-19,f,5.0,5.0,"['email', 'phone']",t,t,The Hills Shire,,-33.62851715,151.01580810546875,2,0.0,1.0,2.0,$138.00,90,1125,90,90,1125,1125,90.0,1125.0,,t,30,60,90,365,08/12/24,0,0,0,,,,,,,,f,5,0,5,0,
898,8780351,20241200000000.0,2725174,2012-06-24,f,1.0,2.0,"['phone', 'work_email']",t,f,Lane Cove,,-33.82555,151.17577,4,2.5,3.0,3.0,$657.00,90,1125,90,90,1125,1125,90.0,1125.0,,t,23,53,83,358,08/12/24,0,0,0,,,,,,,,f,1,1,0,0,
900,9582232,20241200000000.0,39915644,2015-07-29,f,1.0,1.0,"['email', 'phone']",t,t,Manly,,-33.791382,151.284088,9,2.0,4.0,6.0,"$1,450.00",90,365,4,90,365,365,84.0,365.0,,t,15,32,62,63,08/12/24,0,0,0,,,,,,,,f,1,1,0,0,
903,9602676,20241200000000.0,49693964,2015-11-23,t,6.0,6.0,"['email', 'phone']",t,t,The Hills Shire,,-33.73753,150.96359,16,4.0,4.0,7.0,$400.00,2,183,2,2,183,183,2.0,183.0,,t,0,9,36,36,08/12/24,17,13,0,4.53,4.47,4.47,4.65,4.71,4.82,4.59,t,6,1,5,0,0.83
904,9612902,20241200000000.0,36900518,2015-06-27,f,1.0,1.0,"['email', 'phone']",t,t,City Of Kogarah,,-33.97586,151.12349,12,3.0,5.0,5.0,"$1,750.00",90,1125,90,90,1125,1125,90.0,1125.0,,t,30,60,90,90,08/12/24,51,0,0,4.86,4.96,4.9,4.98,4.98,4.92,4.84,t,1,1,0,0,0.47
905,9615165,20241200000000.0,16026854,2014-05-27,t,63.0,238.0,"['email', 'phone']",t,t,Randwick,,-33.90649,151.23671,3,,2.0,,,5,90,5,21,1125,1125,10.0,1125.0,,t,0,0,0,0,08/12/24,14,0,0,4.79,4.71,4.71,4.71,4.85,4.71,4.64,f,59,59,0,0,0.39
910,8815875,20241200000000.0,2702683,2012-06-21,f,1.0,2.0,"['email', 'phone']",t,t,Manly,,-33.78498,151.24229,6,3.0,5.0,5.0,$450.00,4,1125,3,4,1125,1125,4.0,1125.0,,t,5,9,9,49,08/12/24,5,2,0,4.4,4.2,4.0,4.8,4.8,4.8,4.2,f,1,1,0,0,0.05
912,8849319,20241200000000.0,43224683,2015-02-09,f,1.0,3.0,"['email', 'phone']",t,t,Warringah,,-33.76326,151.29584,7,2.5,4.0,6.0,$775.00,5,1125,5,7,1125,1125,5.2,1125.0,,t,0,5,5,146,08/12/24,16,2,0,5.0,5.0,5.0,5.0,4.94,5.0,4.75,f,1,1,0,0,0.15
914,9669025,20241200000000.0,5152107,2013-02-19,f,1.0,2.0,"['email', 'phone']",t,f,Sydney,,-33.86938,151.19309,4,1.5,2.0,2.0,$320.00,90,1125,90,90,1125,1125,90.0,1125.0,,t,27,57,87,362,08/12/24,7,0,0,4.71,4.57,4.57,5.0,5.0,4.86,4.71,f,1,1,0,0,0.06
919,9685977,20241200000000.0,50031773,2015-11-28,f,2.0,3.0,"['email', 'phone']",t,t,Sydney,,-33.870739,151.198029,4,2.0,2.0,3.0,$636.00,3,45,2,7,45,45,2.5,45.0,,t,10,25,40,244,08/12/24,126,24,2,4.83,4.94,4.88,4.89,4.88,4.95,4.71,t,1,1,0,0,2.03
922,8850133,20241200000000.0,20300905,2014-08-20,f,1.0,1.0,"['email', 'phone']",t,t,Woollahra,,-33.88588,151.25142,8,3.0,4.0,4.0,"$1,500.00",14,42,14,14,42,42,14.0,42.0,,t,9,39,69,344,08/12/24,4,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.05
924,8867224,20241200000000.0,4526309,2012-12-29,t,1.0,4.0,"['email', 'phone']",t,t,Waverley,,-33.89605,151.24508,2,1.5,1.0,1.0,$131.00,3,30,2,3,30,30,2.6,30.0,,t,14,20,35,113,08/12/24,35,15,4,4.94,4.97,4.89,5.0,5.0,4.89,4.86,f,1,0,1,0,0.31
925,8869144,20241200000000.0,46423600,2015-12-10,f,1.0,1.0,"['email', 'phone', 'work_email']",t,t,Pittwater,,-33.64589,151.31776,4,2.0,3.0,3.0,$302.00,90,1125,90,90,1125,1125,90.0,1125.0,,t,23,53,83,358,08/12/24,4,0,0,4.75,4.75,4.5,5.0,5.0,4.75,4.25,f,1,1,0,0,0.04
926,8869495,20241200000000.0,46426013,2015-12-10,f,1.0,1.0,"['email', 'phone', 'work_email']",t,t,Warringah,,-33.77002,151.29124,2,,1.0,,$100.00,90,1125,90,90,1125,1125,90.0,1125.0,,t,30,60,90,365,08/12/24,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,0,1,0,0.03
928,8872840,20241200000000.0,11947101,2014-04-02,t,2.0,4.0,"['email', 'phone']",t,t,Randwick,,-33.91698837,151.2583008,6,1.5,3.0,4.0,$539.00,4,160,1,4,160,160,3.8,160.0,,t,19,19,19,45,08/12/24,27,3,0,4.7,4.73,4.96,5.0,4.92,4.96,4.73,f,2,2,0,0,0.25
929,8905714,20241200000000.0,10575181,2013-11-12,f,1.0,2.0,"['email', 'phone']",t,t,Hornsby,,-33.70797,151.10456,8,2.0,3.0,4.0,$900.00,3,730,3,3,730,730,3.0,730.0,,t,29,59,89,179,08/12/24,1,0,0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,f,1,1,0,0,0.01
933,9718405,20241200000000.0,50156330,2015-11-29,f,1.0,1.0,"['email', 'phone']",t,t,Manly,,-33.78773,151.24129,6,2.5,3.0,4.0,$557.00,5,1125,5,5,1125,1125,5.0,1125.0,,t,18,38,38,292,08/12/24,10,2,0,4.8,5.0,4.8,5.0,5.0,4.9,4.8,f,1,1,0,0,0.09
934,9719084,20241200000000.0,13979005,2014-07-04,f,1.0,1.0,"['email', 'phone', 'work_email']",t,t,Sydney,,-33.87384,151.22685,3,,1.0,,,5,32,5,5,32,32,5.0,32.0,,t,0,0,0,0,08/12/24,42,8,1,4.79,4.9,4.48,4.93,4.98,4.95,4.76,f,1,1,0,0,0.45
939,8926500,20241200000000.0,46678865,2015-10-16,f,1.0,1.0,"['email', 'phone']",t,f,Pittwater,,-33.65952,151.31792,8,3.0,4.0,4.0,$830.00,90,1125,90,90,1125,1125,90.0,1125.0,,t,0,17,47,322,08/12/24,0,0,0,,,,,,,,f,1,1,0,0,
940,8940421,20241200000000.0,46735135,2015-10-16,f,1.0,2.0,"['email', 'phone']",t,t,Manly,,-33.78696,151.2876,4,2.0,3.0,4.0,$924.00,4,730,4,7,730,730,4.2,730.0,,t,13,17,17,17,08/12/24,25,2,0,4.88,4.84,4.84,4.92,4.92,4.96,4.72,f,1,1,0,0,0.23
946,8980452,20241200000000.0,12652648,2014-02-27,f,1.0,1.0,"['email', 'phone', 'work_email']",t,t,Manly,,-33.8030167,151.235711,6,3.0,3.0,3.0,"$1,000.00",7,14,7,7,14,14,7.0,14.0,,t,0,19,49,229,08/12/24,1,1,0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,f,1,1,0,0,0.09
950,9757839,20241200000000.0,11030697,2015-01-12,f,1.0,1.0,"['email', 'phone']",t,f,Warringah,,-33.76342,151.29506,6,2.5,3.0,3.0,$450.00,90,1125,90,90,1125,1125,90.0,1125.0,,t,23,53,83,358,08/12/24,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.02
954,9779812,20241200000000.0,50417543,2015-03-12,f,1.0,2.0,"['email', 'phone']",t,f,Mosman,,-33.83138,151.25454,6,2.5,3.0,6.0,$949.00,90,1125,90,90,1125,1125,90.0,1125.0,,t,30,60,90,365,08/12/24,0,0,0,,,,,,,,f,1,1,0,0,
957,9812847,20241200000000.0,44582235,2015-09-19,f,1.0,1.0,"['email', 'phone']",t,t,Warringah,,-33.772,151.28621,8,2.0,4.0,6.0,$350.00,90,1125,90,90,1125,1125,90.0,1125.0,,t,9,19,19,190,08/12/24,15,0,0,4.8,4.87,4.47,4.8,4.73,4.87,4.6,f,1,1,0,0,0.16
960,8992641,20241200000000.0,46972891,2015-10-19,f,1.0,1.0,"['email', 'phone']",t,t,Pittwater,,-33.68519,151.29576,8,2.0,4.0,5.0,$850.00,90,365,90,90,365,365,90.0,365.0,,t,0,5,35,215,08/12/24,0,0,0,,,,,,,,f,1,1,0,0,
962,8994288,20241200000000.0,46437492,2015-10-13,f,1.0,1.0,"['email', 'phone']",t,t,Waverley,,-33.89971,151.26692,5,2.0,3.0,4.0,$555.00,90,1125,1,90,1125,1125,88.3,1125.0,,t,2,6,6,14,08/12/24,6,0,0,4.83,5.0,4.83,4.83,5.0,4.83,4.67,f,1,1,0,0,0.06
967,9830174,20241200000000.0,7631161,2013-07-21,t,2.0,5.0,"['email', 'phone']",t,t,Randwick,,-33.92039,151.24163,4,,2.0,,,90,1125,14,90,1125,1125,87.4,1125.0,,t,0,10,14,95,08/12/24,167,4,0,4.79,4.86,4.69,4.87,4.94,4.91,4.68,f,1,1,0,0,1.53
968,9831764,20241200000000.0,5054669,2013-11-02,f,1.0,5.0,"['email', 'phone', 'work_email']",t,t,Canada Bay,,-33.86739,151.12083,6,2.0,3.0,3.0,$568.00,2,16,2,2,16,16,2.0,16.0,,t,19,41,55,55,08/12/24,13,0,0,4.62,4.46,4.62,4.62,4.85,4.69,4.69,f,1,1,0,0,0.12
970,9846163,20241200000000.0,10516300,2013-09-12,t,14.0,14.0,"['email', 'phone', 'work_email']",t,t,Waverley,,-33.89405,151.27206,6,2.5,3.0,3.0,"$1,500.00",4,60,2,4,60,60,3.9,60.0,,t,0,15,15,19,08/12/24,40,5,0,4.93,4.98,4.93,4.97,4.98,4.97,4.79,f,1,1,0,0,0.37
972,9868683,20241200000000.0,15469257,2014-05-13,f,55.0,105.0,"['email', 'phone']",t,t,Sydney,,-33.86397,151.20654,4,2.0,2.0,2.0,$279.00,90,1125,90,90,1125,1125,90.0,1125.0,,t,29,59,89,364,08/12/24,5,0,0,4.8,4.8,4.6,5.0,4.8,5.0,4.8,f,55,55,0,0,0.06
980,9911617,20241200000000.0,50963947,2015-10-12,f,1.0,1.0,['phone'],t,t,Rockdale,,-33.93224,151.14163,3,2.0,1.0,1.0,$30.00,90,1125,90,90,1125,1125,90.0,1125.0,,t,0,0,0,259,08/12/24,0,0,0,,,,,,,,f,1,0,1,0,
983,9936406,20241200000000.0,42980452,2015-08-31,f,3.0,4.0,"['email', 'phone']",t,f,Botany Bay,,-33.93035,151.20376,1,2.0,1.0,1.0,$50.00,90,1125,90,90,1125,1125,90.0,1125.0,,t,0,0,0,155,08/12/24,2,0,0,5.0,5.0,4.5,5.0,5.0,4.5,4.5,f,3,0,3,0,0.02
987,10893007,20241200000000.0,50031380,2015-11-28,f,1.0,1.0,"['email', 'phone']",t,t,Waverley,,-33.90038,151.25565,8,2.0,4.0,5.0,$800.00,2,120,2,2,120,120,2.0,120.0,,t,0,0,0,68,08/12/24,48,4,0,4.94,4.94,4.81,4.98,4.98,4.96,4.81,f,1,1,0,0,0.61
988,10929826,20241200000000.0,2489382,2012-05-29,f,1.0,1.0,"['email', 'phone']",t,t,Leichhardt,,-33.88094,151.16285,6,2.0,4.0,4.0,$430.00,3,28,3,5,28,28,3.1,28.0,,t,10,11,11,53,08/12/24,9,3,0,4.67,4.67,4.67,4.88,4.89,4.75,4.63,f,1,1,0,0,0.08
989,10947414,20241200000000.0,50942777,2015-09-12,f,1.0,1.0,"['email', 'phone']",t,t,Sutherland Shire,,-34.08158741,151.1423637866974,6,2.0,3.0,5.0,"$1,108.00",1,365,1,4,30,365,2.0,344.5,,t,13,23,49,289,08/12/24,34,2,0,5.0,4.94,4.97,4.91,5.0,5.0,4.82,t,1,1,0,0,0.35
997,9996324,20241200000000.0,10309076,2013-11-28,f,1.0,4.0,"['email', 'phone']",t,t,Hornsby,,-33.61669,151.20393,8,3.5,4.0,4.0,"$1,243.00",2,30,2,2,30,30,2.0,30.0,,t,1,1,1,1,08/12/24,22,2,0,4.82,4.82,4.86,4.95,4.82,4.91,4.73,t,1,1,0,0,0.21
998,10002333,20241200000000.0,51296305,2015-12-14,t,1.0,1.0,"['email', 'phone', 'work_email']",t,t,Warringah,,-33.73888157,151.2718058089219,8,1.5,3.0,4.0,"$1,100.00",2,90,2,7,14,90,2.3,85.3,,t,20,45,45,45,08/12/24,11,11,1,4.91,4.91,4.73,5.0,4.91,4.82,4.82,f,1,1,0,0,1.11
1007,10048949,20241200000000.0,12938704,2014-08-03,t,2.0,2.0,"['email', 'phone']",t,t,Pittwater,,-33.67856,151.31146,6,1.5,3.0,3.0,$379.00,2,1125,2,4,1125,1125,2.1,1125.0,,t,5,28,45,282,08/12/24,216,18,4,4.85,4.81,4.94,4.94,4.96,4.98,4.79,f,2,2,0,0,1.99
1012,11025885,20241200000000.0,56389176,2016-01-27,f,1.0,4.0,"['email', 'phone']",t,t,Mosman,,-33.82526,151.23617,3,,1.0,,,5,20,3,5,20,20,4.4,20.0,,t,0,0,0,0,08/12/24,9,1,0,4.44,4.78,4.22,4.67,5.0,4.33,4.67,f,1,1,0,0,0.11
1017,11090043,20241200000000.0,57348648,2016-04-02,f,1.0,1.0,"['email', 'phone']",t,t,Warringah,,-33.77405,151.28287,10,3.0,4.0,5.0,"$2,250.00",14,60,14,14,60,60,14.0,60.0,,,23,53,63,69,08/12/24,0,0,0,,,,,,,,f,1,1,0,0,
1020,11105823,20241200000000.0,52903945,2016-01-01,f,1.0,1.0,"['email', 'phone']",t,t,Pittwater,,-33.64149,151.28675,10,,4.0,,,90,730,90,90,730,730,90.0,730.0,,t,0,0,0,0,08/12/24,68,1,0,4.93,4.93,4.79,4.94,4.94,4.96,4.5,f,1,1,0,0,0.64
1021,11106673,20241200000000.0,10137646,2013-11-19,f,4.0,4.0,"['email', 'phone', 'work_email']",t,t,Waverley,,-33.88847,151.27427,12,3.0,5.0,12.0,"$1,065.00",1,365,1,3,365,365,1.8,365.0,,t,12,12,12,13,08/12/24,171,27,2,4.87,4.84,4.78,4.91,4.88,4.96,4.7,f,4,4,0,0,1.62
1032,10168999,20241200000000.0,52206550,2015-12-25,f,1.0,3.0,"['email', 'phone']",t,t,Canada Bay,,-33.82533,151.088,4,,2.0,,,90,1125,90,90,1125,1125,90.0,1125.0,,t,30,60,90,365,08/12/24,13,0,0,4.31,4.23,3.92,4.58,4.31,4.5,4.42,f,1,1,0,0,0.12
1033,10169255,20241200000000.0,26774506,2015-01-27,f,1.0,1.0,"['email', 'phone']",t,t,Warringah,,-33.76989,151.28902,8,3.0,4.0,5.0,"$1,250.00",5,1125,5,27,1125,1125,6.3,1125.0,,t,23,48,48,48,08/12/24,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.02
1035,10216485,20241200000000.0,52496968,2015-12-28,f,1.0,1.0,"['email', 'phone']",t,t,Hornsby,,-33.51519,151.17697,4,2.0,2.0,2.0,$480.00,2,10,2,2,1125,1125,2.0,1125.0,,t,18,45,75,165,08/12/24,30,4,0,5.0,5.0,5.0,4.93,4.9,4.93,4.73,t,1,1,0,0,0.62
